  0.50000E-01   0.0000       0.0000       0.0000       0.0000    
  0.10000      0.16963-219  0.42724-229   0.0000     -0.14552-225
  0.15000      0.28498-168  0.36731-176 -0.24812-176 -0.15059-172
  0.20000      0.24023-140  0.61569-148 -0.95718-148 -0.28815-144
  0.25000      0.48701-120  0.18750-127 -0.48466-127 -0.96319-124
  0.30000      0.53443-104  0.27541-111 -0.10225-110 -0.15063-107
  0.35000      0.92863E-91  0.60137E-98 -0.29398E-97 -0.34176E-94
  0.40000      0.15920E-79  0.12452E-86 -0.75601E-86 -0.72095E-83
  0.45000      0.82149E-70  0.75523E-77 -0.54600E-76 -0.43832E-73
  0.50000      0.26573E-61  0.28159E-68 -0.23487E-67 -0.16164E-64
  0.55000      0.89675E-54  0.10794E-60 -0.10138E-59 -0.60598E-57
  0.60000      0.45609E-47  0.61658E-54 -0.63992E-53 -0.33539E-50
  0.65000      0.45967E-41  0.69182E-48 -0.78185E-47 -0.36171E-44
  0.70000      0.11306E-35  0.18814E-42 -0.22888E-41 -0.93888E-39
  0.75000      0.79733E-31  0.14589E-37 -0.18938E-36 -0.69051E-34
  0.80000      0.18281E-26  0.36629E-33 -0.50387E-32 -0.16341E-29
  0.85000      0.15039E-22  0.32893E-29 -0.47705E-28 -0.13744E-25
  0.90000      0.47917E-19  0.11417E-25 -0.17391E-24 -0.44354E-22
  0.95000      0.62670E-16  0.16250E-22 -0.25928E-21 -0.58179E-19
   1.0000      0.35078E-13  0.98987E-20 -0.16516E-18 -0.32286E-16
   1.0500      0.86231E-11  0.26518E-17 -0.46224E-16 -0.77538E-14
   1.1000      0.93977E-09  0.31586E-15 -0.57517E-14 -0.80833E-12
   1.1500      0.44961E-07  0.16602E-13 -0.31597E-12 -0.35763E-10
   1.2000      0.91289E-06  0.37334E-12 -0.74350E-11 -0.63091E-09
   1.2500      0.74031E-05  0.33899E-11 -0.70699E-10 -0.38730E-08
   1.3000      0.22868E-04  0.11740E-10 -0.25534E-09 -0.62878E-08
   1.3500      0.35002E-04  0.18826E-10 -0.41585E-09 -0.41074E-08
   1.4000      0.48899E-04  0.26404E-10 -0.58426E-09 -0.53679E-08
   1.4500      0.61102E-04  0.33126E-10 -0.73450E-09 -0.50220E-08
   1.5000      0.73659E-04  0.40190E-10 -0.89354E-09 -0.43193E-08
   1.5500      0.86160E-04  0.47051E-10 -0.10458E-08 -0.43336E-08
   1.6000      0.98152E-04  0.53556E-10 -0.11930E-08 -0.43735E-08
   1.6500      0.10969E-03  0.59785E-10 -0.13336E-08 -0.47851E-08
   1.7000      0.12074E-03  0.65724E-10 -0.14637E-08 -0.50433E-08
   1.7500      0.13127E-03  0.71379E-10 -0.15868E-08 -0.44854E-08
   1.8000      0.14133E-03  0.76783E-10 -0.17072E-08 -0.33596E-08
   1.8500      0.15098E-03  0.81941E-10 -0.18252E-08 -0.23205E-08
   1.9000      0.16021E-03  0.86831E-10 -0.19383E-08 -0.17339E-08
   1.9500      0.16899E-03  0.91430E-10 -0.20440E-08 -0.15720E-08
   2.0000      0.17730E-03  0.95725E-10 -0.21417E-08 -0.16337E-08
   2.0500      0.18515E-03  0.99718E-10 -0.22314E-08 -0.17379E-08
   2.1000      0.19252E-03  0.10342E-09 -0.23139E-08 -0.17915E-08
   2.1500      0.19945E-03  0.10685E-09 -0.23897E-08 -0.17793E-08
   2.2000      0.20595E-03  0.11001E-09 -0.24594E-08 -0.17292E-08
   2.2500      0.21206E-03  0.11293E-09 -0.25236E-08 -0.16823E-08
   2.3000      0.21778E-03  0.11562E-09 -0.25827E-08 -0.16702E-08
   2.3500      0.22314E-03  0.11810E-09 -0.26371E-08 -0.17022E-08
   2.4000      0.22814E-03  0.12038E-09 -0.26872E-08 -0.17596E-08
   2.4500      0.23279E-03  0.12245E-09 -0.27334E-08 -0.18006E-08
   2.5000      0.23710E-03  0.12433E-09 -0.27758E-08 -0.17782E-08
   2.5500      0.24110E-03  0.12602E-09 -0.28144E-08 -0.16650E-08
   2.6000      0.24481E-03  0.12753E-09 -0.28492E-08 -0.14739E-08
   2.6500      0.24829E-03  0.12887E-09 -0.28802E-08 -0.12580E-08
   2.7000      0.25158E-03  0.13007E-09 -0.29077E-08 -0.10852E-08
   2.7500      0.25469E-03  0.13116E-09 -0.29322E-08 -0.99300E-09
   2.8000      0.25764E-03  0.13215E-09 -0.29543E-08 -0.95810E-09
   2.8500      0.26039E-03  0.13305E-09 -0.29742E-08 -0.90445E-09
   2.9000      0.26295E-03  0.13384E-09 -0.29920E-08 -0.75934E-09
   2.9500      0.26532E-03  0.13452E-09 -0.30073E-08 -0.51827E-09
   3.0000      0.26753E-03  0.13510E-09 -0.30201E-08 -0.26988E-09
   3.0500      0.26964E-03  0.13558E-09 -0.30304E-08 -0.14162E-09
   3.1000      0.27167E-03  0.13599E-09 -0.30391E-08 -0.20159E-09
   3.1500      0.27362E-03  0.13636E-09 -0.30470E-08 -0.39068E-09
   3.2000      0.27548E-03  0.13668E-09 -0.30543E-08 -0.55212E-09
   3.2500      0.27723E-03  0.13694E-09 -0.30610E-08 -0.54928E-09
   3.3000      0.27889E-03  0.13714E-09 -0.30662E-08 -0.37663E-09
   3.3500      0.28047E-03  0.13729E-09 -0.30696E-08 -0.16440E-09
   3.4000      0.28200E-03  0.13739E-09 -0.30714E-08 -0.65940E-10
   3.4500      0.28349E-03  0.13746E-09 -0.30724E-08 -0.12429E-09
   3.5000      0.28494E-03  0.13749E-09 -0.30732E-08 -0.24025E-09
   3.5500      0.28633E-03  0.13750E-09 -0.30738E-08 -0.27224E-09
   3.6000      0.28767E-03  0.13748E-09 -0.30737E-08 -0.17166E-09
   3.6500      0.28897E-03  0.13742E-09 -0.30724E-08 -0.22967E-10
   3.7000      0.29025E-03  0.13733E-09 -0.30701E-08  0.46861E-10
   3.7500      0.29150E-03  0.13722E-09 -0.30672E-08 -0.56328E-11
   3.8000      0.29273E-03  0.13710E-09 -0.30644E-08 -0.10537E-09
   3.8500      0.29394E-03  0.13695E-09 -0.30615E-08 -0.14339E-09
   3.9000      0.29512E-03  0.13679E-09 -0.30582E-08 -0.86763E-10
   3.9500      0.29629E-03  0.13661E-09 -0.30542E-08 -0.47236E-12
   4.0000      0.29744E-03  0.13641E-09 -0.30495E-08  0.31996E-10
   4.0500      0.29859E-03  0.13620E-09 -0.30447E-08 -0.31740E-11
   4.1000      0.29972E-03  0.13598E-09 -0.30397E-08 -0.45783E-10
   4.1500      0.30084E-03  0.13574E-09 -0.30347E-08 -0.35681E-10
   4.2000      0.30195E-03  0.13549E-09 -0.30293E-08  0.22536E-10
   4.2500      0.30307E-03  0.13523E-09 -0.30234E-08  0.72027E-10
   4.3000      0.30417E-03  0.13496E-09 -0.30172E-08  0.70751E-10
   4.3500      0.30528E-03  0.13469E-09 -0.30109E-08  0.34558E-10
   4.4000      0.30638E-03  0.13440E-09 -0.30046E-08  0.13196E-10
   4.4500      0.30748E-03  0.13410E-09 -0.29982E-08  0.33487E-10
   4.5000      0.30858E-03  0.13380E-09 -0.29914E-08  0.74470E-10
   4.5500      0.30969E-03  0.13349E-09 -0.29843E-08  0.96189E-10
   4.6000      0.31079E-03  0.13317E-09 -0.29771E-08  0.83745E-10
   4.6500      0.31190E-03  0.13284E-09 -0.29698E-08  0.58278E-10
   4.7000      0.31301E-03  0.13251E-09 -0.29625E-08  0.49440E-10
   4.7500      0.31413E-03  0.13217E-09 -0.29551E-08  0.64947E-10
   4.8000      0.31525E-03  0.13183E-09 -0.29474E-08  0.88675E-10
   4.8500      0.31637E-03  0.13148E-09 -0.29395E-08  0.10249E-09
   4.9000      0.31750E-03  0.13112E-09 -0.29315E-08  0.10374E-09
   4.9500      0.31863E-03  0.13076E-09 -0.29234E-08  0.10191E-09
   5.0000      0.31978E-03  0.13039E-09 -0.29153E-08  0.10428E-09
   5.0500      0.32093E-03  0.13002E-09 -0.29069E-08  0.10928E-09
   5.1000      0.32209E-03  0.12964E-09 -0.28985E-08  0.11235E-09
   5.1500      0.32325E-03  0.12926E-09 -0.28899E-08  0.11358E-09
   5.2000      0.32443E-03  0.12887E-09 -0.28812E-08  0.11702E-09
   5.2500      0.32561E-03  0.12847E-09 -0.28724E-08  0.12427E-09
   5.3000      0.32680E-03  0.12807E-09 -0.28635E-08  0.13180E-09
   5.3500      0.32800E-03  0.12767E-09 -0.28544E-08  0.13536E-09
   5.4000      0.32921E-03  0.12726E-09 -0.28453E-08  0.13541E-09
   5.4500      0.33043E-03  0.12684E-09 -0.28360E-08  0.13656E-09
   5.5000      0.33166E-03  0.12642E-09 -0.28267E-08  0.14203E-09
   5.5500      0.33290E-03  0.12600E-09 -0.28172E-08  0.15009E-09
   5.6000      0.33415E-03  0.12557E-09 -0.28075E-08  0.15628E-09
   5.6500      0.33541E-03  0.12513E-09 -0.27978E-08  0.15855E-09
   5.7000      0.33669E-03  0.12469E-09 -0.27879E-08  0.15922E-09
   5.7500      0.33797E-03  0.12424E-09 -0.27779E-08  0.16200E-09
   5.8000      0.33927E-03  0.12379E-09 -0.27678E-08  0.16798E-09
   5.8500      0.34058E-03  0.12333E-09 -0.27576E-08  0.17502E-09
   5.9000      0.34190E-03  0.12287E-09 -0.27472E-08  0.18046E-09
   5.9500      0.34324E-03  0.12240E-09 -0.27367E-08  0.18386E-09
   6.0000      0.34458E-03  0.12192E-09 -0.27261E-08  0.18686E-09
   6.0500      0.34594E-03  0.12144E-09 -0.27154E-08  0.19100E-09
   6.1000      0.34732E-03  0.12095E-09 -0.27045E-08  0.19622E-09
   6.1500      0.34871E-03  0.12046E-09 -0.26935E-08  0.20146E-09
   6.2000      0.35011E-03  0.11996E-09 -0.26823E-08  0.20612E-09
   6.2500      0.35152E-03  0.11945E-09 -0.26710E-08  0.21059E-09
   6.3000      0.35296E-03  0.11894E-09 -0.26596E-08  0.21557E-09
   6.3500      0.35440E-03  0.11842E-09 -0.26480E-08  0.22113E-09
   6.4000      0.35586E-03  0.11790E-09 -0.26362E-08  0.22673E-09
   6.4500      0.35734E-03  0.11736E-09 -0.26243E-08  0.23195E-09
   6.5000      0.35883E-03  0.11683E-09 -0.26123E-08  0.23695E-09
   6.5500      0.36034E-03  0.11628E-09 -0.26001E-08  0.24219E-09
   6.6000      0.36187E-03  0.11572E-09 -0.25877E-08  0.24786E-09
   6.6500      0.36341E-03  0.11516E-09 -0.25752E-08  0.25376E-09
   6.7000      0.36497E-03  0.11460E-09 -0.25625E-08  0.25955E-09
   6.7500      0.36655E-03  0.11402E-09 -0.25496E-08  0.26523E-09
   6.8000      0.36814E-03  0.11344E-09 -0.25366E-08  0.27104E-09
   6.8500      0.36976E-03  0.11284E-09 -0.25234E-08  0.27719E-09
   6.9000      0.37139E-03  0.11224E-09 -0.25100E-08  0.28360E-09
   6.9500      0.37304E-03  0.11164E-09 -0.24964E-08  0.29004E-09
   7.0000      0.37471E-03  0.11102E-09 -0.24827E-08  0.29640E-09
   7.0500      0.37640E-03  0.11039E-09 -0.24687E-08  0.30278E-09
   7.1000      0.37811E-03  0.10976E-09 -0.24546E-08  0.30935E-09
   7.1500      0.37984E-03  0.10912E-09 -0.24402E-08  0.31614E-09
   7.2000      0.38159E-03  0.10847E-09 -0.24257E-08  0.32304E-09
   7.2500      0.38336E-03  0.10781E-09 -0.24110E-08  0.32994E-09
   7.3000      0.38515E-03  0.10714E-09 -0.23960E-08  0.33684E-09
   7.3500      0.38696E-03  0.10646E-09 -0.23809E-08  0.34380E-09
   7.4000      0.38880E-03  0.10577E-09 -0.23655E-08  0.35088E-09
   7.4500      0.39065E-03  0.10508E-09 -0.23500E-08  0.35803E-09
   7.5000      0.39253E-03  0.10437E-09 -0.23342E-08  0.36515E-09
