  0.50000E-01   0.0000       0.0000       0.0000       0.0000    
  0.10000       0.0000       0.0000       0.0000       0.0000    
  0.15000       0.0000       0.0000       0.0000       0.0000    
  0.20000       0.0000       0.0000       0.0000       0.0000    
  0.25000       0.0000       0.0000       0.0000       0.0000    
  0.30000       0.0000       0.0000       0.0000       0.0000    
  0.35000       0.0000       0.0000       0.0000       0.0000    
  0.40000       0.0000       0.0000       0.0000       0.0000    
  0.45000       0.0000       0.0000       0.0000       0.0000    
  0.50000       0.0000       0.0000       0.0000       0.0000    
  0.55000       0.0000       0.0000       0.0000       0.0000    
  0.60000       0.0000       0.0000       0.0000       0.0000    
  0.65000       0.0000       0.0000       0.0000       0.0000    
  0.70000       0.0000       0.0000       0.0000       0.0000    
  0.75000       0.0000       0.0000       0.0000       0.0000    
  0.80000       0.0000       0.0000       0.0000       0.0000    
  0.85000       0.0000       0.0000       0.0000       0.0000    
  0.90000       0.0000       0.0000       0.0000       0.0000    
  0.95000       0.0000       0.0000       0.0000       0.0000    
   1.0000       0.0000       0.0000       0.0000       0.0000    
   1.0500       0.0000       0.0000       0.0000       0.0000    
   1.1000       0.0000       0.0000       0.0000       0.0000    
   1.1500      0.64760-316   0.0000       0.0000      0.72084-320
   1.2000      0.21655-301  0.11125-308  0.15557-308  0.14572-305
   1.2500      0.12490-287  0.68215-295  0.10815-294  0.94713-292
   1.3000      0.15938-274  0.92220-282  0.16416-281  0.13483-278
   1.3500      0.50642-262  0.30948-269  0.61317-269  0.47370-266
   1.4000      0.44437-250  0.28602-257  0.62597-257  0.45599-254
   1.4500      0.11798-238  0.79782-246  0.19156-245  0.13187-242
   1.5000      0.10275-227  0.72841-235  0.19070-234  0.12430-231
   1.5500      0.31550-217  0.23398-224  0.66428-224  0.41071-221
   1.6000      0.36427-207  0.28209-214  0.86417-214  0.50760-211
   1.6500      0.16757-197  0.13527-204  0.44513-204  0.24875-201
   1.7000      0.32358-188  0.27186-195  0.95698-195  0.50941-192
   1.7500      0.27496-179  0.24008-186  0.90065-186  0.45720-183
   1.8000      0.10731-170  0.97247-178  0.38745-177  0.18775-174
   1.8500      0.20001-162  0.18788-169  0.79246-169  0.36690-166
   1.9000      0.18446-154  0.17941-161  0.79874-161  0.35360-158
   1.9500      0.86960-147  0.87480-154  0.40996-153  0.17366-150
   2.0000      0.21589-139  0.22441-146  0.11041-145  0.44780-143
   2.0500      0.29008-132  0.31127-139  0.16041-138  0.62318-136
   2.1000      0.21632-125  0.23941-132  0.12893-131  0.48002-129
   2.1500      0.91617-119  0.10450-125  0.58690-125  0.20947-122
   2.2000      0.22514-112  0.26447-119  0.15458-118  0.52904-116
   2.2500      0.32738-106  0.39577-113  0.24029-112  0.78877-110
   2.3000      0.28686-100  0.35665-107  0.22454-106  0.70701-104
   2.3500      0.15403E-94  0.19683-101  0.12827-100  0.38746E-98
   2.4000      0.51469E-89  0.67563E-96  0.45505E-95  0.13185E-92
   2.4500      0.10858E-83  0.14634E-90  0.10170E-89  0.28265E-87
   2.5000      0.14652E-78  0.20265E-85  0.14511E-84  0.38676E-82
   2.5500      0.12803E-73  0.18164E-80  0.13382E-79  0.34195E-77
   2.6000      0.73255E-69  0.10657E-75  0.80665E-75  0.19754E-72
