.500000E-01,.00000,.00000,.00000,.00000
.100000,.00000,.00000,.00000,.00000
.150000,.00000,.00000,.00000,.00000
.200000,.00000,.00000,.00000,.00000
.250000,.00000,.00000,.00000,.00000
.300000,.104160E-316,.00000,.00000,.00000
.350000,.736394E-286,.140905E-293,-.932000E-294,-.331106E-290
.400000,.184512E-260,.470926E-268,-.421328E-268,-.111695E-264
.450000,.969250E-239,.309605E-246,-.348331E-246,-.734635E-243
.500000,.971402E-220,.372996E-227,-.503511E-227,-.879509E-224
.550000,.753341E-203,.338188E-210,-.530130E-210,-.788405E-207
.600000,.117365E-187,.603596E-195,-.107269E-194,-.138569E-191
.650000,.727809E-174,.422225E-181,-.835274E-181,-.951517E-178
.700000,.298877E-161,.193222E-168,-.419432E-168,-.426334E-165
.750000,.120073E-149,.856616E-157,-.201697E-156,-.184653E-153
.800000,.641069E-139,.500643E-146,-.126663E-145,-.105236E-142
.850000,.581215E-129,.493541E-136,-.133124E-135,-.101003E-132
.900000,.109228E-119,.100280E-126,-.286496E-126,-.199522E-123
.950000,.501514E-111,.495394E-118,-.149087E-117,-.957130E-115
1.00000,.645268E-103,.682929E-110,-.215495E-109,-.127991E-106
1.05000,.261141E-95,.295053E-102,-.972376E-102,-.535899E-99
1.10000,.366703E-88,.440914E-95,-.151262E-94,-.775463E-92
1.15000,.194335E-81,.247967E-88,-.883121E-88,-.422001E-85
1.20000,.417835E-75,.564409E-82,-.208199E-81,-.928850E-79
1.25000,.388044E-69,.553708E-76,-.211164E-75,-.880669E-73
1.30000,.164370E-63,.247294E-70,-.973574E-70,-.379919E-67
1.35000,.332999E-58,.527356E-65,-.214086E-64,-.782177E-62
1.40000,.336314E-53,.559818E-60,-.234162E-59,-.801219E-57
1.45000,.175574E-48,.306802E-55,-.132160E-54,-.423484E-52
1.50000,.489009E-44,.896080E-51,-.397444E-50,-.119221E-47
1.55000,.746896E-40,.143395E-46,-.654919E-46,-.183773E-43
1.60000,.640644E-36,.128772E-42,-.605839E-42,-.158847E-39
1.65000,.314936E-32,.662397E-39,-.321234E-38,-.785741E-36
1.70000,.902635E-29,.198582E-35,-.993628E-35,-.226256E-32
1.75000,.152957E-25,.351923E-32,-.181916E-31,-.384566E-29
1.80000,.154931E-22,.372805E-29,-.199415E-28,-.389986E-26
1.85000,.945353E-20,.237966E-26,-.131992E-25,-.237720E-23
1.90000,.349018E-17,.919559E-24,-.530274E-23,-.874414E-21
1.95000,.780173E-15,.215334E-21,-.129521E-20,-.194070E-18
2.00000,.105202E-12,.304575E-19,-.191882E-18,-.258629E-16
2.05000,.848091E-11,.258025E-17,-.171181E-16,-.204712E-14
2.10000,.402334E-09,.128965E-15,-.907497E-15,-.944281E-13
2.15000,.109558E-07,.371329E-14,-.279928E-13,-.246154E-11
2.20000,.164968E-06,.594176E-13,-.486865E-12,-.345285E-10
2.25000,.130228E-05,.501756E-12,-.456807E-11,-.240634E-09
2.30000,.505920E-05,.209786E-11,-.219282E-10,-.730133E-09
2.35000,.973139E-05,.429360E-11,-.530618E-10,-.832099E-09
2.40000,.132363E-04,.587032E-11,-.800423E-10,-.726933E-09
2.45000,.176103E-04,.787179E-11,-.109732E-09,-.792561E-09
2.50000,.212912E-04,.949250E-11,-.135867E-09,-.750782E-09
2.55000,.251225E-04,.112565E-10,-.163790E-09,-.672824E-09
2.60000,.290205E-04,.129652E-10,-.189626E-09,-.759538E-09
2.65000,.325062E-04,.144831E-10,-.213998E-09,-.684982E-09
2.70000,.359100E-04,.160024E-10,-.238711E-09,-.583647E-09
2.75000,.393538E-04,.175138E-10,-.262229E-09,-.640452E-09
2.80000,.426341E-04,.189121E-10,-.283376E-09,-.666148E-09
2.85000,.456797E-04,.201988E-10,-.303722E-09,-.526988E-09
2.90000,.485756E-04,.214221E-10,-.324236E-09,-.412813E-09
2.95000,.513643E-04,.225865E-10,-.343634E-09,-.489759E-09
3.00000,.540091E-04,.236686E-10,-.360532E-09,-.657509E-09
3.05000,.564747E-04,.246601E-10,-.375118E-09,-.710616E-09
3.10000,.587690E-04,.255735E-10,-.388593E-09,-.562730E-09
3.15000,.609249E-04,.264254E-10,-.401919E-09,-.282326E-09
3.20000,.629697E-04,.272236E-10,-.415279E-09,.463420E-11
3.25000,.649138E-04,.279672E-10,-.428306E-09,.207262E-09
3.30000,.667554E-04,.286522E-10,-.440505E-09,.299313E-09
3.35000,.684892E-04,.292757E-10,-.451538E-09,.302163E-09
3.40000,.701133E-04,.298378E-10,-.461283E-09,.255360E-09
3.45000,.716305E-04,.303414E-10,-.469781E-09,.195062E-09
3.50000,.730480E-04,.307911E-10,-.477152E-09,.144533E-09
3.55000,.743755E-04,.311926E-10,-.483528E-09,.113106E-09
3.60000,.756235E-04,.315517E-10,-.489032E-09,.990235E-10
3.65000,.768013E-04,.318741E-10,-.493769E-09,.933219E-10
3.70000,.779151E-04,.321648E-10,-.497841E-09,.838112E-10
3.75000,.789667E-04,.324271E-10,-.501354E-09,.591573E-10
3.80000,.799534E-04,.326617E-10,-.504428E-09,.129877E-10
3.85000,.808697E-04,.328668E-10,-.507187E-09,-.525079E-10
3.90000,.817118E-04,.330388E-10,-.509732E-09,-.125215E-09
3.95000,.824823E-04,.331744E-10,-.512117E-09,-.185121E-09
4.00000,.831943E-04,.332736E-10,-.514320E-09,-.211241E-09
4.05000,.838703E-04,.333421E-10,-.516245E-09,-.190653E-09
4.10000,.845354E-04,.333908E-10,-.517761E-09,-.127250E-09
4.15000,.852054E-04,.334321E-10,-.518765E-09,-.433386E-10
4.20000,.858776E-04,.334743E-10,-.519250E-09,.283393E-10
4.25000,.865306E-04,.335160E-10,-.519330E-09,.596028E-10
4.30000,.871363E-04,.335466E-10,-.519198E-09,.430331E-10
4.35000,.876794E-04,.335524E-10,-.519036E-09,-.252492E-11
4.40000,.881713E-04,.335266E-10,-.518914E-09,-.426243E-10
4.45000,.886459E-04,.334755E-10,-.518751E-09,-.483855E-10
4.50000,.891387E-04,.334155E-10,-.518385E-09,-.155165E-10
4.55000,.896606E-04,.333625E-10,-.517691E-09,.326822E-10
4.60000,.901902E-04,.333195E-10,-.516677E-09,.624592E-10
4.65000,.906909E-04,.332749E-10,-.515487E-09,.549792E-10
4.70000,.911421E-04,.332120E-10,-.514290E-09,.201178E-10
4.75000,.915580E-04,.331235E-10,-.513158E-09,-.126411E-10
4.80000,.919762E-04,.330186E-10,-.512024E-09,-.188371E-10
4.85000,.924250E-04,.329148E-10,-.510750E-09,.157298E-11
4.90000,.928987E-04,.328225E-10,-.509259E-09,.265674E-10
4.95000,.933649E-04,.327360E-10,-.507597E-09,.333980E-10
5.00000,.937965E-04,.326395E-10,-.505885E-09,.189971E-10
5.05000,.941978E-04,.325232E-10,-.504204E-09,.849722E-12
5.10000,.945997E-04,.323924E-10,-.502527E-09,-.133150E-11
5.15000,.950280E-04,.322618E-10,-.500757E-09,.154600E-10
5.20000,.954787E-04,.321404E-10,-.498831E-09,.361822E-10
5.25000,.959250E-04,.320229E-10,-.496779E-09,.439109E-10
5.30000,.963469E-04,.318969E-10,-.494685E-09,.361908E-10
5.35000,.967518E-04,.317558E-10,-.492605E-09,.254523E-10
5.40000,.971648E-04,.316059E-10,-.490518E-09,.247924E-10
5.45000,.976009E-04,.314582E-10,-.488359E-09,.350567E-10
5.50000,.980509E-04,.313168E-10,-.486096E-09,.460488E-10
5.55000,.984937E-04,.311751E-10,-.483754E-09,.486273E-10
5.60000,.989210E-04,.310241E-10,-.481381E-09,.436018E-10
5.65000,.993449E-04,.308628E-10,-.478998E-09,.387116E-10
5.70000,.997830E-04,.306980E-10,-.476582E-09,.389735E-10
5.75000,.100239E-03,.305364E-10,-.474109E-09,.420774E-10
5.80000,.100699E-03,.303772E-10,-.471578E-09,.431318E-10
5.85000,.101153E-03,.302139E-10,-.469012E-09,.417639E-10
5.90000,.101600E-03,.300423E-10,-.466420E-09,.426130E-10
5.95000,.102053E-03,.298644E-10,-.463781E-09,.489601E-10
6.00000,.102520E-03,.296858E-10,-.461066E-09,.576083E-10
6.05000,.102997E-03,.295087E-10,-.458276E-09,.614560E-10
6.10000,.103476E-03,.293301E-10,-.455445E-09,.570630E-10
6.15000,.103952E-03,.291462E-10,-.452607E-09,.487714E-10
6.20000,.104431E-03,.289566E-10,-.449766E-09,.448424E-10
6.25000,.104919E-03,.287642E-10,-.446888E-09,.496991E-10
6.30000,.105417E-03,.285711E-10,-.443935E-09,.601086E-10
6.35000,.105920E-03,.283767E-10,-.440897E-09,.685970E-10
6.40000,.106425E-03,.281785E-10,-.437796E-09,.701447E-10
6.45000,.106932E-03,.279755E-10,-.434666E-09,.657818E-10
6.50000,.107447E-03,.277692E-10,-.431523E-09,.606099E-10
6.55000,.107971E-03,.275613E-10,-.428356E-09,.590937E-10
6.60000,.108501E-03,.273520E-10,-.425147E-09,.620452E-10
6.65000,.109034E-03,.271398E-10,-.421879E-09,.671242E-10
6.70000,.109571E-03,.269236E-10,-.418553E-09,.713779E-10
6.75000,.110113E-03,.267041E-10,-.415179E-09,.733328E-10
6.80000,.110662E-03,.264824E-10,-.411768E-09,.734023E-10
6.85000,.111218E-03,.262592E-10,-.408326E-09,.729864E-10
6.90000,.111777E-03,.260338E-10,-.404853E-09,.732793E-10
6.95000,.112339E-03,.258059E-10,-.401347E-09,.745570E-10
7.00000,.112905E-03,.255754E-10,-.397806E-09,.762239E-10
7.05000,.113476E-03,.253435E-10,-.394233E-09,.774516E-10
7.10000,.114051E-03,.251106E-10,-.390637E-09,.778980E-10
7.15000,.114627E-03,.248770E-10,-.387024E-09,.779282E-10
7.20000,.115204E-03,.246426E-10,-.383402E-09,.781690E-10
7.25000,.115780E-03,.244077E-10,-.379774E-09,.788364E-10
7.30000,.116357E-03,.241732E-10,-.376146E-09,.795012E-10
7.35000,.116931E-03,.239401E-10,-.372527E-09,.795096E-10
7.40000,.117502E-03,.237091E-10,-.368930E-09,.786032E-10
7.45000,.118068E-03,.234808E-10,-.365371E-09,.771011E-10
7.50000,.118625E-03,.232559E-10,-.361862E-09,.754952E-10
7.55000,.119174E-03,.230355E-10,-.358416E-09,.739219E-10
7.60000,.119711E-03,.228210E-10,-.355049E-09,.720532E-10
7.65000,.120234E-03,.226136E-10,-.351777E-09,.694620E-10
7.70000,.120739E-03,.224146E-10,-.348623E-09,.660263E-10
7.75000,.121226E-03,.222250E-10,-.345606E-09,.619627E-10
7.80000,.121689E-03,.220462E-10,-.342748E-09,.575183E-10
7.85000,.122128E-03,.218798E-10,-.340068E-09,.526959E-10
7.90000,.122539E-03,.217272E-10,-.337587E-09,.472909E-10
7.95000,.122920E-03,.215897E-10,-.335326E-09,.411484E-10
8.00000,.123268E-03,.214683E-10,-.333305E-09,.343377E-10
8.05000,.123580E-03,.213641E-10,-.331543E-09,.270784E-10
8.10000,.123856E-03,.212782E-10,-.330056E-09,.195384E-10
8.15000,.124093E-03,.212114E-10,-.328856E-09,.117324E-10
8.20000,.124291E-03,.211644E-10,-.327955E-09,.360493E-11
8.25000,.124448E-03,.211375E-10,-.327361E-09,-.482530E-11
8.30000,.124565E-03,.211310E-10,-.327081E-09,-.134227E-10
8.35000,.124641E-03,.211450E-10,-.327118E-09,-.220192E-10
8.40000,.124677E-03,.211793E-10,-.327470E-09,-.305166E-10
8.45000,.124673E-03,.212338E-10,-.328135E-09,-.388986E-10
8.50000,.124632E-03,.213079E-10,-.329107E-09,-.471609E-10
8.55000,.124554E-03,.214010E-10,-.330378E-09,-.552475E-10
8.60000,.124442E-03,.215124E-10,-.331939E-09,-.630584E-10
8.65000,.124297E-03,.216413E-10,-.333778E-09,-.705061E-10
8.70000,.124121E-03,.217868E-10,-.335882E-09,-.775552E-10
8.75000,.123917E-03,.219480E-10,-.338235E-09,-.842088E-10
8.80000,.123687E-03,.221237E-10,-.340823E-09,-.904677E-10
8.85000,.123434E-03,.223130E-10,-.343628E-09,-.963101E-10
8.90000,.123160E-03,.225146E-10,-.346636E-09,-.101704E-09
8.95000,.122868E-03,.227276E-10,-.349827E-09,-.106631E-09
9.00000,.122560E-03,.229508E-10,-.353187E-09,-.111096E-09
9.05000,.122238E-03,.231831E-10,-.356696E-09,-.115112E-09
9.10000,.121906E-03,.234235E-10,-.360339E-09,-.118688E-09
9.15000,.121566E-03,.236709E-10,-.364100E-09,-.121832E-09
9.20000,.121219E-03,.239244E-10,-.367962E-09,-.124557E-09
9.25000,.120869E-03,.241829E-10,-.371910E-09,-.126883E-09
9.30000,.120516E-03,.244455E-10,-.375930E-09,-.128834E-09
9.35000,.120164E-03,.247114E-10,-.380007E-09,-.130426E-09
9.40000,.119813E-03,.249797E-10,-.384129E-09,-.131671E-09
9.45000,.119466E-03,.252497E-10,-.388283E-09,-.132582E-09
9.50000,.119124E-03,.255206E-10,-.392457E-09,-.133184E-09
9.55000,.118789E-03,.257919E-10,-.396641E-09,-.133510E-09
9.60000,.118462E-03,.260628E-10,-.400825E-09,-.133606E-09
9.65000,.118143E-03,.263334E-10,-.405003E-09,-.133688E-09
9.70000,.117828E-03,.266063E-10,-.409193E-09,-.135245E-09
9.75000,.117482E-03,.268997E-10,-.413549E-09,-.145285E-09
9.80000,.116987E-03,.272729E-10,-.418661E-09,-.180294E-09
9.85000,.116159E-03,.278096E-10,-.425643E-09,-.245015E-09
9.90000,.114999E-03,.284985E-10,-.434993E-09,-.301340E-09
9.95000,.113689E-03,.292600E-10,-.445950E-09,-.338062E-09
10.0000,.112193E-03,.301162E-10,-.458367E-09,-.380156E-09
10.0500,.110573E-03,.310317E-10,-.471980E-09,-.403514E-09
10.1000,.108840E-03,.320098E-10,-.486522E-09,-.433938E-09
10.1500,.107012E-03,.330363E-10,-.501962E-09,-.452893E-09
10.2000,.105085E-03,.341175E-10,-.518208E-09,-.477730E-09
10.2500,.103097E-03,.352339E-10,-.535099E-09,-.493857E-09
10.3000,.101043E-03,.363872E-10,-.552660E-09,-.508177E-09
