  0.50000E-01   0.0000       0.0000       0.0000       0.0000    
  0.10000      0.71070-253  0.17833-262   0.0000     -0.27383-259
  0.15000      0.15042-201  0.19281-209 -0.13032-209 -0.35906-206
  0.20000      0.17421-173  0.44307-181 -0.69309-181 -0.95111-178
  0.25000      0.53017-153  0.20204-160 -0.52897-160 -0.48164-157
  0.30000      0.95647-137  0.48643-144 -0.18424-143 -0.12512-140
  0.35000      0.29997-123  0.19105-130 -0.96019-130 -0.51835-127
  0.40000      0.10219-111  0.78298-119 -0.49258-118 -0.22001-115
  0.45000      0.11571-101  0.10375-108 -0.78325-108 -0.29745-105
  0.50000      0.91025E-93  0.93596-100 -0.82130E-99 -0.27048E-96
  0.55000      0.83106E-85  0.96514E-92 -0.96019E-91 -0.27833E-88
  0.60000      0.12780E-77  0.16562E-84 -0.18316E-83 -0.47269E-81
  0.65000      0.43748E-71  0.62666E-78 -0.75817E-77 -0.17579E-74
  0.70000      0.41313E-65  0.64895E-72 -0.84787E-71 -0.17789E-68
  0.75000      0.12736E-59  0.21796E-66 -0.30424E-65 -0.58101E-63
  0.80000      0.14662E-54  0.27189E-61 -0.40188E-60 -0.70187E-58
  0.85000      0.70303E-50  0.14061E-56 -0.21845E-55 -0.35023E-53
  0.90000      0.15355E-45  0.32995E-52 -0.53541E-51 -0.79035E-49
  0.95000      0.16454E-41  0.37857E-48 -0.63826E-47 -0.86954E-45
   1.0000      0.92043E-38  0.22611E-44 -0.39429E-43 -0.49661E-41
   1.0500      0.28322E-34  0.74102E-41 -0.13314E-39 -0.15521E-37
   1.1000      0.50103E-31  0.13933E-37 -0.25708E-36 -0.27758E-34
   1.1500      0.52906E-28  0.15611E-34 -0.29493E-33 -0.29499E-31
   1.2000      0.34425E-25  0.10763E-31 -0.20769E-30 -0.19233E-28
   1.2500      0.14180E-22  0.46919E-29 -0.92280E-28 -0.79042E-26
   1.3000      0.37826E-20  0.13235E-26 -0.26480E-25 -0.20943E-23
   1.3500      0.66593E-18  0.24625E-24 -0.50037E-23 -0.36451E-21
   1.4000      0.78573E-16  0.30700E-22 -0.63259E-21 -0.42302E-19
   1.4500      0.62891E-14  0.25965E-20 -0.54185E-19 -0.33110E-17
   1.5000      0.34452E-12  0.15036E-18 -0.31742E-17 -0.17616E-15
   1.5500      0.12989E-10  0.59980E-17 -0.12795E-15 -0.63970E-14
   1.6000      0.33774E-09  0.16522E-15 -0.35581E-14 -0.15850E-12
   1.6500      0.60445E-08  0.31388E-14 -0.68178E-13 -0.26650E-11
   1.7000      0.73977E-07  0.40890E-13 -0.89506E-12 -0.30032E-10
   1.7500      0.61183E-06  0.36128E-12 -0.79629E-11 -0.22185E-09
   1.8000      0.33589E-05  0.21287E-11 -0.47199E-10 -0.10349E-08
   1.8500      0.11972E-04  0.81834E-11 -0.18232E-09 -0.28663E-08
   1.9000      0.27327E-04  0.20171E-10 -0.45083E-09 -0.42738E-08
   1.9500      0.41887E-04  0.32821E-10 -0.73412E-09 -0.32755E-08
   2.0000      0.52894E-04  0.41938E-10 -0.93720E-09 -0.29068E-08
   2.0500      0.66699E-04  0.52853E-10 -0.11816E-08 -0.37461E-08
   2.1000      0.78646E-04  0.63138E-10 -0.14115E-08 -0.27769E-08
   2.1500      0.90779E-04  0.72606E-10 -0.16229E-08 -0.34473E-08
   2.2000      0.10250E-03  0.82549E-10 -0.18455E-08 -0.27364E-08
   2.2500      0.11375E-03  0.91331E-10 -0.20415E-08 -0.31952E-08
   2.3000      0.12449E-03  0.10036E-09 -0.22435E-08 -0.25480E-08
   2.3500      0.13508E-03  0.10860E-09 -0.24276E-08 -0.29701E-08
   2.4000      0.14460E-03  0.11648E-09 -0.26038E-08 -0.23664E-08
   2.4500      0.15444E-03  0.12420E-09 -0.27766E-08 -0.26138E-08
   2.5000      0.16295E-03  0.13097E-09 -0.29274E-08 -0.23408E-08
   2.5500      0.17159E-03  0.13792E-09 -0.30833E-08 -0.21206E-08
   2.6000      0.17954E-03  0.14397E-09 -0.32183E-08 -0.23045E-08
   2.6500      0.18676E-03  0.14975E-09 -0.33474E-08 -0.18570E-08
   2.7000      0.19403E-03  0.15535E-09 -0.34729E-08 -0.19046E-08
   2.7500      0.20046E-03  0.16016E-09 -0.35800E-08 -0.19071E-08
   2.8000      0.20645E-03  0.16485E-09 -0.36850E-08 -0.15329E-08
   2.8500      0.21238E-03  0.16926E-09 -0.37838E-08 -0.16138E-08
   2.9000      0.21760E-03  0.17303E-09 -0.38678E-08 -0.15931E-08
   2.9500      0.22243E-03  0.17668E-09 -0.39494E-08 -0.12763E-08
   3.0000      0.22721E-03  0.18012E-09 -0.40265E-08 -0.13064E-08
   3.0500      0.23146E-03  0.18303E-09 -0.40913E-08 -0.13509E-08
   3.1000      0.23529E-03  0.18575E-09 -0.41522E-08 -0.10931E-08
   3.1500      0.23908E-03  0.18839E-09 -0.42114E-08 -0.10198E-08
   3.2000      0.24258E-03  0.19063E-09 -0.42615E-08 -0.11242E-08
   3.2500      0.24564E-03  0.19260E-09 -0.43054E-08 -0.99073E-09
   3.3000      0.24857E-03  0.19454E-09 -0.43487E-08 -0.81252E-09
   3.3500      0.25143E-03  0.19628E-09 -0.43878E-08 -0.87140E-09
   3.4000      0.25397E-03  0.19771E-09 -0.44197E-08 -0.90304E-09
   3.4500      0.25625E-03  0.19903E-09 -0.44491E-08 -0.74016E-09
   3.5000      0.25849E-03  0.20032E-09 -0.44781E-08 -0.65281E-09
