  0.50000E-01   0.0000       0.0000       0.0000       0.0000    
  0.10000      0.16217-252  0.40693-262   0.0000     -0.40260-259
  0.15000      0.34324-201  0.43996-209 -0.19160-209 -0.52790-206
  0.20000      0.39752-173  0.10110-180 -0.10190-180 -0.13984-177
  0.25000      0.12098-152  0.46104-160 -0.77771-160 -0.70813-157
  0.30000      0.21826-136  0.11100-143 -0.27088-143 -0.18396-140
  0.35000      0.68451-123  0.43595-130 -0.14117-129 -0.76210-127
  0.40000      0.23319-111  0.17867-118 -0.72422-118 -0.32346-115
  0.45000      0.26405-101  0.23674-108 -0.11516-107 -0.43732-105
  0.50000      0.20771E-92  0.21358E-99 -0.12075E-98 -0.39767E-96
  0.55000      0.18964E-84  0.22023E-91 -0.14117E-90 -0.40921E-88
  0.60000      0.29162E-77  0.37793E-84 -0.26929E-83 -0.69498E-81
  0.65000      0.99828E-71  0.14300E-77 -0.11147E-76 -0.25845E-74
  0.70000      0.94271E-65  0.14808E-71 -0.12466E-70 -0.26155E-68
  0.75000      0.29061E-59  0.49735E-66 -0.44731E-65 -0.85423E-63
  0.80000      0.33457E-54  0.62042E-61 -0.59087E-60 -0.10319E-57
  0.85000      0.16042E-49  0.32086E-56 -0.32118E-55 -0.51492E-53
  0.90000      0.35038E-45  0.75290E-52 -0.78719E-51 -0.11620E-48
  0.95000      0.37545E-41  0.86385E-48 -0.93841E-47 -0.12784E-44
   1.0000      0.21003E-37  0.51595E-44 -0.57971E-43 -0.73015E-41
   1.0500      0.64627E-34  0.16909E-40 -0.19575E-39 -0.22820E-37
   1.1000      0.11433E-30  0.31794E-37 -0.37797E-36 -0.40812E-34
   1.1500      0.12072E-27  0.35622E-34 -0.43362E-33 -0.43370E-31
   1.2000      0.78553E-25  0.24559E-31 -0.30535E-30 -0.28277E-28
   1.2500      0.32357E-22  0.10706E-28 -0.13567E-27 -0.11621E-25
   1.3000      0.86315E-20  0.30201E-26 -0.38933E-25 -0.30792E-23
   1.3500      0.15196E-17  0.56192E-24 -0.73567E-23 -0.53593E-21
   1.4000      0.17929E-15  0.70053E-22 -0.93006E-21 -0.62195E-19
   1.4500      0.14351E-13  0.59249E-20 -0.79665E-19 -0.48680E-17
   1.5000      0.78616E-12  0.34311E-18 -0.46668E-17 -0.25900E-15
   1.5500      0.29640E-10  0.13687E-16 -0.18811E-15 -0.94052E-14
   1.6000      0.77068E-09  0.37702E-15 -0.52312E-14 -0.23304E-12
   1.6500      0.13793E-07  0.71624E-14 -0.10024E-12 -0.39183E-11
   1.7000      0.16881E-06  0.93305E-13 -0.13160E-11 -0.44155E-10
   1.7500      0.13961E-05  0.82439E-12 -0.11707E-10 -0.32617E-09
   1.8000      0.76646E-05  0.48574E-11 -0.69394E-10 -0.15216E-08
   1.8500      0.27318E-04  0.18674E-10 -0.26806E-09 -0.42141E-08
   1.9000      0.62357E-04  0.46028E-10 -0.66283E-09 -0.62835E-08
   1.9500      0.95582E-04  0.74893E-10 -0.10793E-08 -0.48159E-08
   2.0000      0.12070E-03  0.95699E-10 -0.13779E-08 -0.42737E-08
   2.0500      0.15220E-03  0.12060E-09 -0.17372E-08 -0.55076E-08
   2.1000      0.17946E-03  0.14407E-09 -0.20752E-08 -0.40827E-08
   2.1500      0.20715E-03  0.16568E-09 -0.23861E-08 -0.50684E-08
   2.2000      0.23389E-03  0.18837E-09 -0.27133E-08 -0.40231E-08
   2.2500      0.25956E-03  0.20841E-09 -0.30015E-08 -0.46977E-08
   2.3000      0.28407E-03  0.22900E-09 -0.32985E-08 -0.37462E-08
   2.3500      0.30823E-03  0.24780E-09 -0.35691E-08 -0.43667E-08
   2.4000      0.32997E-03  0.26580E-09 -0.38282E-08 -0.34791E-08
   2.4500      0.35241E-03  0.28341E-09 -0.40823E-08 -0.38430E-08
   2.5000      0.37183E-03  0.29885E-09 -0.43040E-08 -0.34416E-08
   2.5500      0.39154E-03  0.31472E-09 -0.45333E-08 -0.31177E-08
   2.6000      0.40970E-03  0.32853E-09 -0.47317E-08 -0.33882E-08
   2.6500      0.42616E-03  0.34171E-09 -0.49215E-08 -0.27303E-08
   2.7000      0.44275E-03  0.35449E-09 -0.51061E-08 -0.28003E-08
