  0.50000E-01   0.0000       0.0000       0.0000       0.0000    
  0.10000      0.19859-253  0.49831-263   0.0000     -0.99943-260
  0.15000      0.42032-202  0.53876-210 -0.47562-210 -0.13105-206
  0.20000      0.48679-174  0.12381-181 -0.25296-181 -0.34713-178
  0.25000      0.14815-153  0.56457-161 -0.19306-160 -0.17579-157
  0.30000      0.26727-137  0.13592-144 -0.67245-144 -0.45667-141
  0.35000      0.83822-124  0.53385-131 -0.35045-130 -0.18919-127
  0.40000      0.28556-112  0.21879-119 -0.17978-118 -0.80297-116
  0.45000      0.32334-102  0.28990-109 -0.28587-108 -0.10856-105
  0.50000      0.25435E-93  0.26154-100 -0.29976E-99 -0.98718E-97
  0.55000      0.23222E-85  0.26969E-92 -0.35045E-91 -0.10158E-88
  0.60000      0.35710E-78  0.46280E-85 -0.66850E-84 -0.17252E-81
  0.65000      0.12225E-71  0.17511E-78 -0.27672E-77 -0.64158E-75
  0.70000      0.11544E-65  0.18134E-72 -0.30945E-71 -0.64927E-69
  0.75000      0.35587E-60  0.60904E-67 -0.11104E-65 -0.21206E-63
  0.80000      0.40970E-55  0.75975E-62 -0.14668E-60 -0.25617E-58
  0.85000      0.19645E-50  0.39292E-57 -0.79730E-56 -0.12782E-53
  0.90000      0.42906E-46  0.92197E-53 -0.19541E-51 -0.28846E-49
  0.95000      0.45977E-42  0.10578E-48 -0.23295E-47 -0.31736E-45
   1.0000      0.25720E-38  0.63182E-45 -0.14391E-43 -0.18125E-41
   1.0500      0.79140E-35  0.20707E-41 -0.48593E-40 -0.56650E-38
   1.1000      0.14000E-31  0.38934E-38 -0.93827E-37 -0.10131E-34
   1.1500      0.14783E-28  0.43622E-35 -0.10764E-33 -0.10766E-31
   1.2000      0.96193E-26  0.30074E-32 -0.75801E-31 -0.70196E-29
   1.2500      0.39623E-23  0.13111E-29 -0.33680E-28 -0.28849E-26
   1.3000      0.10570E-20  0.36983E-27 -0.96647E-26 -0.76438E-24
   1.3500      0.18608E-18  0.68811E-25 -0.18262E-23 -0.13304E-21
   1.4000      0.21956E-16  0.85785E-23 -0.23088E-21 -0.15439E-19
   1.4500      0.17574E-14  0.72554E-21 -0.19776E-19 -0.12084E-17
   1.5000      0.96271E-13  0.42016E-19 -0.11585E-17 -0.64295E-16
   1.5500      0.36297E-11  0.16760E-17 -0.46698E-16 -0.23348E-14
   1.6000      0.94375E-10  0.46168E-16 -0.12986E-14 -0.57850E-13
   1.6500      0.16890E-08  0.87708E-15 -0.24883E-13 -0.97268E-12
   1.7000      0.20672E-07  0.11426E-13 -0.32667E-12 -0.10961E-10
   1.7500      0.17097E-06  0.10095E-12 -0.29063E-11 -0.80968E-10
   1.8000      0.93858E-06  0.59482E-12 -0.17226E-10 -0.37773E-09
   1.8500      0.33453E-05  0.22867E-11 -0.66544E-10 -0.10461E-08
   1.9000      0.76360E-05  0.56364E-11 -0.16454E-09 -0.15598E-08
   1.9500      0.11705E-04  0.91711E-11 -0.26794E-09 -0.11955E-08
   2.0000      0.14780E-04  0.11719E-10 -0.34205E-09 -0.10609E-08
   2.0500      0.18638E-04  0.14769E-10 -0.43125E-09 -0.13672E-08
   2.1000      0.21976E-04  0.17643E-10 -0.51516E-09 -0.10135E-08
   2.1500      0.25366E-04  0.20288E-10 -0.59232E-09 -0.12582E-08
   2.2000      0.28642E-04  0.23067E-10 -0.67356E-09 -0.99871E-09
   2.2500      0.31784E-04  0.25521E-10 -0.74510E-09 -0.11662E-08
   2.3000      0.34787E-04  0.28043E-10 -0.81882E-09 -0.92996E-09
   2.3500      0.37745E-04  0.30345E-10 -0.88601E-09 -0.10840E-08
   2.4000      0.40407E-04  0.32549E-10 -0.95031E-09 -0.86366E-09
   2.4500      0.43155E-04  0.34706E-10 -0.10134E-08 -0.95399E-09
   2.5000      0.45532E-04  0.36596E-10 -0.10684E-08 -0.85435E-09
   2.5500      0.47946E-04  0.38540E-10 -0.11253E-08 -0.77395E-09
   2.6000      0.50170E-04  0.40230E-10 -0.11746E-08 -0.84109E-09
   2.6500      0.52186E-04  0.41844E-10 -0.12217E-08 -0.67776E-09
   2.7000      0.54218E-04  0.43410E-10 -0.12675E-08 -0.69515E-09
   2.7500      0.56014E-04  0.44752E-10 -0.13066E-08 -0.69603E-09
   2.8000      0.57690E-04  0.46064E-10 -0.13450E-08 -0.55946E-09
   2.8500      0.59346E-04  0.47296E-10 -0.13810E-08 -0.58898E-09
   2.9000      0.60804E-04  0.48349E-10 -0.14116E-08 -0.58145E-09
   2.9500      0.62155E-04  0.49369E-10 -0.14414E-08 -0.46581E-09
   3.0000      0.63490E-04  0.50330E-10 -0.14696E-08 -0.47680E-09
   3.0500      0.64678E-04  0.51143E-10 -0.14932E-08 -0.49305E-09
   3.1000      0.65749E-04  0.51905E-10 -0.15155E-08 -0.39896E-09
   3.1500      0.66807E-04  0.52642E-10 -0.15371E-08 -0.37220E-09
   3.2000      0.67785E-04  0.53269E-10 -0.15554E-08 -0.41032E-09
   3.2500      0.68639E-04  0.53820E-10 -0.15714E-08 -0.36159E-09
